NAME_KR,NAME_EN,COUNTRY,INTRO_KR,INTRO_EN,WEBSITE,PARTICIPATION_TYPE,EXHIBITION_NAME_EN,BOOTH_NAME,HALL_NAME,PAVILION_NAME,FLOOR,X_COORD,Y_COORD,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN,DETAIL_URL
"Hangzhou Supply Proff-Deco Co., Ltd","Hangzhou Supply Proff-Deco Co., Ltd",Chinese Mainland,"LED Bulb, Tiffany Lamp, Decorative Lamp, Lamp Holder & Base","LED Bulb, Tiffany Lamp, Decorative Lamp, Lamp Holder & Base",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-F18,LED Lighting,,1,,,"LED Bulb, Tiffany Lamp, Decorative Lamp, Lamp Holder & Base; We supply Christmas light, party festoon light and decoration LED bulbs for high voltage and low voltage. All the products can be used indoor and outdoor.; OEM","LED Bulb, Tiffany Lamp, Decorative Lamp, Lamp Holder & Base; We supply Christmas light, party festoon light and decoration LED bulbs for high voltage and low voltage. All the products can be used indoor and outdoor.; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RXZ6
"Hangzhou Watchung Import & Export Co., Ltd.","Hangzhou Watchung Import & Export Co., Ltd.",Chinese Mainland,"Hangzhou Watchung was established in 2006, specializing in design, manufacture and export of residential lights. Our lights are elegant in design, detailed in manufacturing and those attributes have enabled us to successfully service our clients throughout the world. We are constantly looking at developing and expanding our product portfolio, whether it is OEM design or inspiration from our designers. A light, a lamp may be simple, but it is the feel it brings to home that matters. We believe - Watchung makes you a better Home. The business also lay great importance on safety aspect of our products, all of which have obtained CE, RoHS, FSC etc. international standards. Hangzhou Watchung also has a trading division where we provide to export wooden gifts, writing paper, clothing. These products are sourced from our co-op local makers who can reliably provide quality products.","Hangzhou Watchung was established in 2006, specializing in design, manufacture and export of residential lights. Our lights are elegant in design, detailed in manufacturing and those attributes have enabled us to successfully service our clients throughout the world. We are constantly looking at developing and expanding our product portfolio, whether it is OEM design or inspiration from our designers. A light, a lamp may be simple, but it is the feel it brings to home that matters. We believe - Watchung makes you a better Home. The business also lay great importance on safety aspect of our products, all of which have obtained CE, RoHS, FSC etc. international standards. Hangzhou Watchung also has a trading division where we provide to export wooden gifts, writing paper, clothing. These products are sourced from our co-op local makers who can reliably provide quality products.",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-D44,Commercial Lighting,,1,,,"Chandelier, Indoor Lighting, Table Lamp, Floor Lamp; Lamp, table lamp, floor lamp, pendent lamp; OEM","Chandelier, Indoor Lighting, Table Lamp, Floor Lamp; Lamp, table lamp, floor lamp, pendent lamp; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R9ZU
"Hangzhou XinShengLu Intelligent Technology Co., Ltd.","Hangzhou XinShengLu Intelligent Technology Co., Ltd.",Chinese Mainland,"Hangzhou Xinshenglu Intelligent Technology Co., Ltd. located in the advanced manufacturing base of sanitary ware in China, is a modern scientific and technological enterprise focusing on smart home and intelligent sanitary ware control products. All products are independently developed, designed, produced and sold. Based on the concept of paying attention to humanized design, the company continues to innovate and improve and introduces more competitive styles and functional products for customers.","Hangzhou Xinshenglu Intelligent Technology Co., Ltd. located in the advanced manufacturing base of sanitary ware in China, is a modern scientific and technological enterprise focusing on smart home and intelligent sanitary ware control products. All products are independently developed, designed, produced and sold. Based on the concept of paying attention to humanized design, the company continues to innovate and improve and introduces more competitive styles and functional products for customers.",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-B36,LED Lighting,,1,,,"Plug Socket, LED Converter, Ballast; Power Supply, Touch Sensor Switch; ODM, OEM","Plug Socket, LED Converter, Ballast; Power Supply, Touch Sensor Switch; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SCV3
"Haotian Electronic Co., Ltd.","Haotian Electronic Co., Ltd.",Chinese Mainland,"Haotian Electronic Co., Ltd, established in 2005, is one of the biggest manufactures of emergency lighting products in China. The great geographical location and convenient transportation have brought us competitive advantages in both domestic and foreign markets. We have the professional foreign trade department, qualified purchasing department, experienced and innovative engineering department, and united and efficient producing department. With the support of our experienced R&D engineers, advanced R&D and production facilities, strict quality control system and efficient production management. Haotian supplies not only quality products at competitive price, but also professional service. Specifically, our main products include emergency bulkheads, emergency exit box, exit signs, twin spot lights and emergency conversion kits for T5, T8, 2D fluorescent tube and LED lamp etc. Relying on great quality and excellent service, our products sell well in the UK, Australia, Ireland, Poland, Hungary, UAE, Saudi Arabia, the east of Asia, South American and many other international markets.","Haotian Electronic Co., Ltd, established in 2005, is one of the biggest manufactures of emergency lighting products in China. The great geographical location and convenient transportation have brought us competitive advantages in both domestic and foreign markets. We have the professional foreign trade department, qualified purchasing department, experienced and innovative engineering department, and united and efficient producing department. With the support of our experienced R&D engineers, advanced R&D and production facilities, strict quality control system and efficient production management. Haotian supplies not only quality products at competitive price, but also professional service. Specifically, our main products include emergency bulkheads, emergency exit box, exit signs, twin spot lights and emergency conversion kits for T5, T8, 2D fluorescent tube and LED lamp etc. Relying on great quality and excellent service, our products sell well in the UK, Australia, Ireland, Poland, Hungary, UAE, Saudi Arabia, the east of Asia, South American and many other international markets.",,Exhibitor,Hong Kong International Lighting Fair 2025,3CON-005,Commercial Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting, Retail Lighting, Security Lighting, Office Lighting; LED emergency light; ODM, OEM","Indoor Lighting, Retail Lighting, Security Lighting, Office Lighting; LED emergency light; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R10Z
"Hefei Brother Lighting Co., Ltd.","Hefei Brother Lighting Co., Ltd.",Chinese Mainland,"HEFEI BROTHER LIGHTING CO., LTD was located in old revolutionary base areas, tourist attractions of Huoshan County, Anhui Province. Adhering to the conception of energy conservation and development of green lighting, the company dedicated in researching and producing wide variety of LED Bulbs, Compact Fluorescent Lamps and ECO-Halogen lamps. Current production plant scale 8000 m2, 220 employees. The company has cutting-edge technicians, first-class testing equipment and perfect quality control system. From raw materials purchase to storage, from every production procedure to final inspection and shipment, the company focuses on process management and concentrate to details, constantly enhance products features, pursuit of perfection. At the same time, HEFEI BROTHER LIGHTING CO., LTD keeps decreasing production cost and improving products qualified rate to keep competitive in the market. HEFEI BROTHER LIGHTING CO., LTD persists in hardware construction, to keep increasing its investment on marketing as well as expanding its production capacity, on the other hand, the company looks at related software support, ISO9001:2008, CE, RoHS, ERP, CSA are all available.","HEFEI BROTHER LIGHTING CO., LTD was located in old revolutionary base areas, tourist attractions of Huoshan County, Anhui Province. Adhering to the conception of energy conservation and development of green lighting, the company dedicated in researching and producing wide variety of LED Bulbs, Compact Fluorescent Lamps and ECO-Halogen lamps. Current production plant scale 8000 m2, 220 employees. The company has cutting-edge technicians, first-class testing equipment and perfect quality control system. From raw materials purchase to storage, from every production procedure to final inspection and shipment, the company focuses on process management and concentrate to details, constantly enhance products features, pursuit of perfection. At the same time, HEFEI BROTHER LIGHTING CO., LTD keeps decreasing production cost and improving products qualified rate to keep competitive in the market. HEFEI BROTHER LIGHTING CO., LTD persists in hardware construction, to keep increasing its investment on marketing as well as expanding its production capacity, on the other hand, the company looks at related software support, ISO9001:2008, CE, RoHS, ERP, CSA are all available.",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-E14,LED Lighting,,1,,,"Downlight, String Light, Ceiling Light, Fluorescent Tube, LED Bulb, LED Panel Light, Indoor Lighting, LED Lighting, Decorative Lamp, Chandelier; LED bulb, LED filament Bulb, LED Tube, LED Panel lights, LED Flood light, LED Down Light, LED fixtures and parts.; ODM, OEM, OBM, Others","Downlight, String Light, Ceiling Light, Fluorescent Tube, LED Bulb, LED Panel Light, Indoor Lighting, LED Lighting, Decorative Lamp, Chandelier; LED bulb, LED filament Bulb, LED Tube, LED Panel lights, LED Flood light, LED Down Light, LED fixtures and parts.; ODM, OEM, OBM, Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S9EL
"Honglink Lighting Co., Ltd","Honglink Lighting Co., Ltd",Chinese Mainland,"We are a factory specializing in the production of Cabinet Light LED Panel Downlight Fire rated downlight led Ceiling light Wall lamp spot light Table lamp Surface Mount Downlight , Bathroom Downlight Downlight Fixture Reptile Clamp Lamp LED Downlight and other lighting products. We can also customize according to your requirements. All the products are in accordance with the TUV / GS / CE RoHS, and UL certification requirements.","We are a factory specializing in the production of Cabinet Light LED Panel Downlight Fire rated downlight led Ceiling light Wall lamp spot light Table lamp Surface Mount Downlight , Bathroom Downlight Downlight Fixture Reptile Clamp Lamp LED Downlight and other lighting products. We can also customize according to your requirements. All the products are in accordance with the TUV / GS / CE RoHS, and UL certification requirements.",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-B11,Commercial Lighting,Cantonese Business Go Global,1,,,"Decorative Lamp, Indoor Lighting, Wall Lamp, LED Lighting, Table Lamp, Ceiling Light, Kitchen Lighting, Downlight, Office Lighting, Floor Lamp; We are a factory specializing in the production of
Cabinet Light
LED Panel Downlight
Fire rated downlight
led Ceiling light
Wall lamp
spot light
Table lamp
Surface Mount Downlight ,
Bathroom Downlight
Downlight Fixture
Reptile Clamp Lamp; OEM, OBM, ODM","Decorative Lamp, Indoor Lighting, Wall Lamp, LED Lighting, Table Lamp, Ceiling Light, Kitchen Lighting, Downlight, Office Lighting, Floor Lamp; We are a factory specializing in the production of
Cabinet Light
LED Panel Downlight
Fire rated downlight
led Ceiling light
Wall lamp
spot light
Table lamp
Surface Mount Downlight ,
Bathroom Downlight
Downlight Fixture
Reptile Clamp Lamp; OEM, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QVRW
"Howell Energy Co., Ltd","Howell Energy Co., Ltd",Chinese Mainland,"Howell energy Co., Ltd., which is an enterprise group focusing on green and sustainable energy, specializing in providing LED battery system, Li-ion battery, NiMH battery and new energy solutions. Our products are approved by CTIA, UL, CE, CB, ROHS, BIS, UN38.3, KC, BMSI and other certifications, and widely used in solar & wind energy storage systems, sports & health, IoT, vehicle-carried communications, smart home and consumer electronics and other fields. Our customers spread over America, Europe, Oceania and Southeast Asia and other regions. As one of the TOP 100 Lithium battery export enterprises in China, we will always be committed to providing customers with professional and efficient energy solutions, and contributing clean energy to the sustainable development of mankind.","Howell energy Co., Ltd., which is an enterprise group focusing on green and sustainable energy, specializing in providing LED battery system, Li-ion battery, NiMH battery and new energy solutions. Our products are approved by CTIA, UL, CE, CB, ROHS, BIS, UN38.3, KC, BMSI and other certifications, and widely used in solar & wind energy storage systems, sports & health, IoT, vehicle-carried communications, smart home and consumer electronics and other fields. Our customers spread over America, Europe, Oceania and Southeast Asia and other regions. As one of the TOP 100 Lithium battery export enterprises in China, we will always be committed to providing customers with professional and efficient energy solutions, and contributing clean energy to the sustainable development of mankind.",,Exhibitor,Hong Kong International Lighting Fair 2025,3CON-063,Commercial Lighting,,1,,,"Electrical Equipment, Energy Efficiency Equipment, Lighting Accessories & Lamp Parts, LED Lighting; battery for LED lighting, Battery for emergency Lighting, Battery for flashlight, Battery for industrial light; ODM, OEM","Electrical Equipment, Energy Efficiency Equipment, Lighting Accessories & Lamp Parts, LED Lighting; battery for LED lighting, Battery for emergency Lighting, Battery for flashlight, Battery for industrial light; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R46E
"Huizhou Ledsun Lighting Co., Ltd","Huizhou Ledsun Lighting Co., Ltd",Chinese Mainland,"Ledsun Lighting Co., Ltd., a professional manufacturer for led desk lamp and led floor lamp. located in Huizhou City of Guangdong Province, PRC. Ledsun focus on designing, producing and selling LED desk lamps/LED floor lamp, which are made and tested strictly according to International IEC Standard and have been ""VDE, CE, UL, TUV, EMC"" certified. do OEM & ODM for famous brand . The key to our success is derived from our unconditional commitment to quality and our emphasis on customer satisfaction. We look forward to starting a long-term business with you together.","Ledsun Lighting Co., Ltd., a professional manufacturer for led desk lamp and led floor lamp. located in Huizhou City of Guangdong Province, PRC. Ledsun focus on designing, producing and selling LED desk lamps/LED floor lamp, which are made and tested strictly according to International IEC Standard and have been ""VDE, CE, UL, TUV, EMC"" certified. do OEM & ODM for famous brand . The key to our success is derived from our unconditional commitment to quality and our emphasis on customer satisfaction. We look forward to starting a long-term business with you together.",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-E40,LED Lighting,Cantonese Business Go Global,1,,,"Desk & Reading Lamp, Table Lamp; Intelligent LED desk lamp, Double head clamp desk lamp, Wood table lamp, Wood floor lamp.; OEM, ODM","Desk & Reading Lamp, Table Lamp; Intelligent LED desk lamp, Double head clamp desk lamp, Wood table lamp, Wood floor lamp.; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SLS3
ITHROM LIGHTING LTD,ITHROM LIGHTING LTD,Chinese Mainland,Indoor Lighting,Indoor Lighting,,Exhibitor,Hong Kong International Lighting Fair 2025,3E-E35,Commercial Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting; ITHROM LIGHTING LTD; OBM, OEM, ODM, Others","Indoor Lighting; ITHROM LIGHTING LTD; OBM, OEM, ODM, Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R2VD
"Intevision Co.,Ltd","Intevision Co.,Ltd",Chinese Mainland,LED lighting products,LED lighting products,,Exhibitor,Hong Kong International Lighting Fair 2025,3CON-007,Commercial Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting; led lighting Products; Others, OEM, OBM, ODM","Indoor Lighting; led lighting Products; Others, OEM, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S24M
JIAXING KNEHA IMP. & EXP. CO. LTD.,JIAXING KNEHA IMP. & EXP. CO. LTD.,Chinese Mainland,,,,Exhibitor,Hong Kong International Lighting Fair 2025,5E-E30,LED Lighting,,1,,,"BATHROOM HEATERS,EXHAUST FANS; OBM","BATHROOM HEATERS,EXHAUST FANS; OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SWAA
"JiangMen Phoetah Optoelectronic Lighting Co.,LTD","JiangMen Phoetah Optoelectronic Lighting Co.,LTD",Chinese Mainland,"LED Lighting, Kitchen Lighting, Indoor Lighting","LED Lighting, Kitchen Lighting, Indoor Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-E16,LED Lighting,Cantonese Business Go Global,1,,,"LED Lighting, Kitchen Lighting, Indoor Lighting; Undercabinet light, Srtip light, wrap light, Vapor light, Grow light,   celling light; OEM, ODM","LED Lighting, Kitchen Lighting, Indoor Lighting; Undercabinet light, Srtip light, wrap light, Vapor light, Grow light,   celling light; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RTJM
Jiangmen City Pengjiang District Qihui Lighting Electrical Appliances Co. Ltd.,Jiangmen City Pengjiang District Qihui Lighting Electrical Appliances Co. Ltd.,Chinese Mainland,"Established in 2002, Jiangmen City Pengjiang District Qihui Lighting Electrical Appliances Co., Ltd. is a professional manufacturer of LED emergency products in Guangdong Province, China. Qihui Lighting is our brand name and we have been researching and developing LED emergency drivers and LED emergency lights in high quality and standard. Our LED emergency drivers are suitable for 3-300W all kinds of LED lights, which have passed CB, CE and RoHS certification by TUV lab and have more than 30+ Certificates of Utility Model Patents. And we have LED emergency lights such as LED exit sign, LED bulkhead emergency light, LED emergency downlight, LED emergency ceiling light, etc. Our products are equipped with lithium battery, and we can provide export shipping reports for Lithium battery. By the quality production, fast delivery and considerable after-sales service, we win our reputation together with our client all around the world. Hope we can have a chance to establish a long-terms cooperation relationship with you. Looking forward to working with you, to be partners, to be friends!","Established in 2002, Jiangmen City Pengjiang District Qihui Lighting Electrical Appliances Co., Ltd. is a professional manufacturer of LED emergency products in Guangdong Province, China. Qihui Lighting is our brand name and we have been researching and developing LED emergency drivers and LED emergency lights in high quality and standard. Our LED emergency drivers are suitable for 3-300W all kinds of LED lights, which have passed CB, CE and RoHS certification by TUV lab and have more than 30+ Certificates of Utility Model Patents. And we have LED emergency lights such as LED exit sign, LED bulkhead emergency light, LED emergency downlight, LED emergency ceiling light, etc. Our products are equipped with lithium battery, and we can provide export shipping reports for Lithium battery. By the quality production, fast delivery and considerable after-sales service, we win our reputation together with our client all around the world. Hope we can have a chance to establish a long-terms cooperation relationship with you. Looking forward to working with you, to be partners, to be friends!",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-A15,Commercial Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting, Office Lighting, Retail Lighting, Security Lighting; LED emergency driver, LED emergency light, LED exit sign light, LED emergency bulb, LED emergency product, LED emergency kit; OEM, ODM","Indoor Lighting, Office Lighting, Retail Lighting, Security Lighting; LED emergency driver, LED emergency light, LED exit sign light, LED emergency bulb, LED emergency product, LED emergency kit; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R1X8
Jiangmen Esclighting Technology Limited,Jiangmen Esclighting Technology Limited,Chinese Mainland,Chandelier,Chandelier,,Exhibitor,Hong Kong International Lighting Fair 2025,3B-A33,Residential Lighting,Cantonese Business Go Global,1,,,"Chandelier; Jiangmen Esclighting Technology Limited; OBM, ODM, OEM, Others","Chandelier; Jiangmen Esclighting Technology Limited; OBM, ODM, OEM, Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QWQY
"Jiangmen HEREKR Photoelectric Technology Co., Ltd.","Jiangmen HEREKR Photoelectric Technology Co., Ltd.",Chinese Mainland,"Since its foundation in 2017, HEREKR has been a low-key yet popular LED Strip Light OEM/ODM factory with MID-HIGH-END brands such as LEDVANCE, YEELIGHT, BULL, OPPLE, NVC and CHINT. Over the years, HEREKR has obtained around 60 patents in Non-wire High Voltage Strip, Low Voltage Strip, PCB, LED Driver, Strip Accessories and it has been one of the tech pioneers in the LED Strip Light industry. Headquartered in Jiangmen, Guangdong, HEREKR is a 95% automated factory with the complete LED strip light processes in house, from Auto FPCB Production Lines, Auto High Speed SMT lines, Auto FPCB Dividing Lines, Auto PVC Extrusion Lines to GEL Coating Lines and etc. In this 8,000 square meters HEREKR factory, 100,000 meters non-wire strips can be produced per day with only 15 employees and 0.03% defective rate. HEREKR has made a breakthrough in LED strip light technology, and it is still pursuing.","Since its foundation in 2017, HEREKR has been a low-key yet popular LED Strip Light OEM/ODM factory with MID-HIGH-END brands such as LEDVANCE, YEELIGHT, BULL, OPPLE, NVC and CHINT. Over the years, HEREKR has obtained around 60 patents in Non-wire High Voltage Strip, Low Voltage Strip, PCB, LED Driver, Strip Accessories and it has been one of the tech pioneers in the LED Strip Light industry. Headquartered in Jiangmen, Guangdong, HEREKR is a 95% automated factory with the complete LED strip light processes in house, from Auto FPCB Production Lines, Auto High Speed SMT lines, Auto FPCB Dividing Lines, Auto PVC Extrusion Lines to GEL Coating Lines and etc. In this 8,000 square meters HEREKR factory, 100,000 meters non-wire strips can be produced per day with only 15 employees and 0.03% defective rate. HEREKR has made a breakthrough in LED strip light technology, and it is still pursuing.",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-E31,Commercial Lighting,Cantonese Business Go Global,1,,,"Office Lighting, LED Lighting, Kitchen Lighting; LED STRIP LIGHT, TAPE LIGHT, FLEX STRIP, COB STRIP, RGB STRIP, WALL WASHER STRIP; OEM, ODM","Office Lighting, LED Lighting, Kitchen Lighting; LED STRIP LIGHT, TAPE LIGHT, FLEX STRIP, COB STRIP, RGB STRIP, WALL WASHER STRIP; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RA1N
"Jiangmen Lidu Lighting Co., Ltd","Jiangmen Lidu Lighting Co., Ltd",Chinese Mainland,"Ceiling Light, LED Lighting, Decorative Lamp, LED Panel Light, Downlight","Ceiling Light, LED Lighting, Decorative Lamp, LED Panel Light, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-A43,Commercial Lighting,Cantonese Business Go Global,1,,,"Ceiling Light, LED Lighting, Decorative Lamp, LED Panel Light, Downlight; Wall washing; Others","Ceiling Light, LED Lighting, Decorative Lamp, LED Panel Light, Downlight; Wall washing; Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RKOG
"Jiangmen Z&X Plastic Products Co., Ltd.","Jiangmen Z&X Plastic Products Co., Ltd.",Chinese Mainland,"Our factory (our website: www.jmzhongxin.com) is located in Jiangmen, Guangdong, China. Products include decorative pendant light, wall light, ceiling light, table light, floor light and different lighting series, which been exported to more than 30 countries.","Our factory (our website: www.jmzhongxin.com) is located in Jiangmen, Guangdong, China. Products include decorative pendant light, wall light, ceiling light, table light, floor light and different lighting series, which been exported to more than 30 countries.",,Exhibitor,Hong Kong International Lighting Fair 2025,3B-A14,Residential Lighting,Cantonese Business Go Global,1,,,"Table Lamp, Floor Lamp, Lamp Holder & Base, Chandelier; Products include decorative pendant light, wall light, ceiling light, table light, floor light and different lighting series, which been exported to more than 30 countries.; OEM","Table Lamp, Floor Lamp, Lamp Holder & Base, Chandelier; Products include decorative pendant light, wall light, ceiling light, table light, floor light and different lighting series, which been exported to more than 30 countries.; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QWP1
Jiangmen Zhenghang Lighting Company Limited,Jiangmen Zhenghang Lighting Company Limited,Chinese Mainland,"LED Lighting, Office Lighting, Indoor Lighting, LED Panel Light, Downlight, Ceiling Light","LED Lighting, Office Lighting, Indoor Lighting, LED Panel Light, Downlight, Ceiling Light",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-D07,Commercial Lighting,Cantonese Business Go Global,1,,,"LED Lighting, Office Lighting, Indoor Lighting, LED Panel Light, Downlight, Ceiling Light; LED Downlight / LED Spot Light / LED Panel Light / LED Solar Light; ODM, OEM","LED Lighting, Office Lighting, Indoor Lighting, LED Panel Light, Downlight, Ceiling Light; LED Downlight / LED Spot Light / LED Panel Light / LED Solar Light; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R24M
"Jiangsu Barep Smart Technology Co., Ltd","Jiangsu Barep Smart Technology Co., Ltd",Chinese Mainland,"Light Switch, Smart Living, Plug Socket, PIR Sensor, Lamp Holder & Base","Light Switch, Smart Living, Plug Socket, PIR Sensor, Lamp Holder & Base",,Exhibitor,Hong Kong International Lighting Fair 2025,5E-D36,LED Lighting,,1,,,"Light Switch, Smart Living, Plug Socket, PIR Sensor, Lamp Holder & Base; GFCI outlet, USB receptacle, Dimmer switch; ODM, OEM","Light Switch, Smart Living, Plug Socket, PIR Sensor, Lamp Holder & Base; GFCI outlet, USB receptacle, Dimmer switch; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SJUZ
"Jiangsu Constant Victory Lighting Tech Co., Ltd.","Jiangsu Constant Victory Lighting Tech Co., Ltd.",Chinese Mainland,,,,Exhibitor,Hong Kong International Lighting Fair 2025,5C-C27,LED Lighting,,1,,,"LED lamp factory; ODM, OEM","LED lamp factory; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RYDZ
"Jiangsu Liangfeng Lighting Co., Ltd.","Jiangsu Liangfeng Lighting Co., Ltd.",Chinese Mainland,"Office Lighting, LED Lighting, Indoor Lighting","Office Lighting, LED Lighting, Indoor Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-B42,Commercial Lighting,,1,,,"Office Lighting, LED Lighting, Indoor Lighting; LED Lighting; ODM, OEM","Office Lighting, LED Lighting, Indoor Lighting; LED Lighting; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R2UG
"Jiangsu Shushi Technology Co., Ltd.","Jiangsu Shushi Technology Co., Ltd.",Chinese Mainland,"Third Reality, established in 2017, is an advanced technology company specializing in the smart home and IoT industries, encompassing both hardware and software development. Jiangsu Shushi Technology Co., Ltd. is a leading intelligent hardware company dedicated to revolutionizing industries through innovative and cost-effective solutions. We specialize in developing advanced intelligent sensor, motor, and data-driven technologies, and transforming these technologies into practical applications through innovative software platforms and hardware solutions.","Third Reality, established in 2017, is an advanced technology company specializing in the smart home and IoT industries, encompassing both hardware and software development. Jiangsu Shushi Technology Co., Ltd. is a leading intelligent hardware company dedicated to revolutionizing industries through innovative and cost-effective solutions. We specialize in developing advanced intelligent sensor, motor, and data-driven technologies, and transforming these technologies into practical applications through innovative software platforms and hardware solutions.",,Exhibitor,Hong Kong International Lighting Fair 2025,1CON-001A,Hall of Connected Lighting - Innovations,,1,,,"Our product line includes smart sensors, lighting, smart sockets, smart curtains and elderly assistive technology. We provide all the services you need, and all are designed to enhance comfort, portability and independence.; ODM","Our product line includes smart sensors, lighting, smart sockets, smart curtains and elderly assistive technology. We provide all the services you need, and all are designed to enhance comfort, portability and independence.; ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SZQV
Jiangxi Heli Lighting Electronical Co. Ltd,Jiangxi Heli Lighting Electronical Co. Ltd,Chinese Mainland,"LED Lighting, LED Bulb","LED Lighting, LED Bulb",,Exhibitor,Hong Kong International Lighting Fair 2025,M2-A25,Residential Lighting,,1,,,"LED Lighting, LED Bulb; led bulb  light; Others, OBM, OEM, ODM","LED Lighting, LED Bulb; led bulb  light; Others, OBM, OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RZVG
"Jiaxing Bingsheng Lighting Appliance Co., Ltd","Jiaxing Bingsheng Lighting Appliance Co., Ltd",Chinese Mainland,"Jiaxing Bingsheng Lighting Co.,Ltd ,established in 2007 . WE HAVE MORE THAN 40000 SQUARE METERS PRODUCTION AREA Our products including :INCANDESCENT BULB ,SMD LED LAMPS,FILAMENT LED LAMPS ,HALOGEN LAMPS . NOW WE HAVE FIVE BULB PRODUCTION LINES , 4 LED LAMP PRODUCTION auto LINES,1 ENERGY saving lamp PRODUCTION LINE. We have professional designed team, professional production team, professional qc team, professional sales team. our factory have GOT ISO 9001 ,ALL OF LAMPS HAVE CE & ROHS APPROVALS,. We sincerely hope to work all customer from the worldwide .","Jiaxing Bingsheng Lighting Co.,Ltd ,established in 2007 . WE HAVE MORE THAN 40000 SQUARE METERS PRODUCTION AREA Our products including :INCANDESCENT BULB ,SMD LED LAMPS,FILAMENT LED LAMPS ,HALOGEN LAMPS . NOW WE HAVE FIVE BULB PRODUCTION LINES , 4 LED LAMP PRODUCTION auto LINES,1 ENERGY saving lamp PRODUCTION LINE. We have professional designed team, professional production team, professional qc team, professional sales team. our factory have GOT ISO 9001 ,ALL OF LAMPS HAVE CE & ROHS APPROVALS,. We sincerely hope to work all customer from the worldwide .",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-C34,LED Lighting,,1,,,"PAR Bulb, Incandescent Bulb, Indoor Lighting, LED Bulb, Kitchen Lighting; SMD LED LAMP;FILAMENT LED LAMP;TABLE LED LAMP;; OEM","PAR Bulb, Incandescent Bulb, Indoor Lighting, LED Bulb, Kitchen Lighting; SMD LED LAMP;FILAMENT LED LAMP;TABLE LED LAMP;; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RSSW
