NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
3 Pack of Dog Bandanas - The Paws,3 Pack of Dog Bandanas - The Paws,"3 bandanas in the same size, packed together in a simple heavy weight box.

Giftable and buyable - a curated set of three of bandanas for dogs. 

Handmade in Bali, 100% cotton, plastic free packaging - ready to retail.","3 bandanas in the same size, packed together in a simple heavy weight box.

Giftable and buyable - a curated set of three of bandanas for dogs. 

Handmade in Bali, 100% cotton, plastic free packaging - ready to retail.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/474/1907e9768eb3e8b5955853988317454f-original-3-pack-bandanas---the-paws-3.jpg,The Paws,New Product Showcase - Accessories & Gifts,New Product Showcase - Accessories & Gifts
"The Vet's Dog - SUPERZOO ""Show Special""","The Vet's Dog - SUPERZOO ""Show Special""","10% off all orders over $1,000 USD placed during the SuperZoo show.","10% off all orders over $1,000 USD placed during the SuperZoo show.",,The Vet's Dog,"Charitable Initiatives, Locally sourced, Made in America, Sustainably sourced, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, Booth event - eg. cocktail hour, giveaways, demos, New Product Launch","Charitable Initiatives, Locally sourced, Made in America, Sustainably sourced, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, Booth event - eg. cocktail hour, giveaways, demos, New Product Launch"
The Vets Dog Immune Support DNA Defense Soft Chews,The Vets Dog Immune Support DNA Defense Soft Chews,"Vet-developed soft chews with Eastern botanicals and key nutrients to help support dogs’ immune health and overall vitality. NASC-certified, made in the USA, and loved by dogs for their taste.","Vet-developed soft chews with Eastern botanicals and key nutrients to help support dogs’ immune health and overall vitality. NASC-certified, made in the USA, and loved by dogs for their taste.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1519/bf699c974531e9f23cf9b0cc5f604073-original-package-ingredients.png,The Vet's Dog,New Product Showcase - Dog,New Product Showcase - Dog
Blue that makes you wag!,Blue that makes you wag!,"Our designs are inspired by Korean traditional symbols and fine art, giving them a modern touch by redesigning them in modern graphics with vibrant hints of blue.","Our designs are inspired by Korean traditional symbols and fine art, giving them a modern touch by redesigning them in modern graphics with vibrant hints of blue.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/45/60cbea46656921c782c4c414d5f364d2-original-7타월.png,The Wagging Blue Ltd.,"Women owned, Dog Products, Ships Internationally","Women owned, Dog Products, Ships Internationally"
Bark’N Crunch! Chicken Chips,Bark’N Crunch! Chicken Chips,"Bark’N Crunch! Chicken Chips are high-protein snacks made from 100% real chicken and nothing else. With a drool-worthy aroma and satisfying crunch, they’re made without artificial flavors and proudly made in the USA.","Bark’N Crunch! Chicken Chips are high-protein snacks made from 100% real chicken and nothing else. With a drool-worthy aroma and satisfying crunch, they’re made without artificial flavors and proudly made in the USA.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/924/69740558680ed4c3ff9d6f85bb58866d-original-71-v70gnpql._ac_sl1500_.jpg,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Cheezie Yips™,Cheezie Yips™,"Cheezie Yips™ are our dog-friendly take on the cheesy crackers you grew up loving. Crunchy and packed with cheddar flavor, these tail-wagging snacks are made with real ingredients, no artificial flavors, and made in the USA.","Cheezie Yips™ are our dog-friendly take on the cheesy crackers you grew up loving. Crunchy and packed with cheddar flavor, these tail-wagging snacks are made with real ingredients, no artificial flavors, and made in the USA.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/921/4c6c52f15ab2c66f0e2d3abc36e28d91-original-untitled-design-7.png,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Wicked Lick’N Crunch!,Wicked Lick’N Crunch!,"Wicked Lick’N Crunch! is a spooky spin on our iconic sandwich cookies. Golden vanilla cookies with green vanilla-flavored crème, made with real ingredients and no artificial flavors or colors. All treats, no tricks.","Wicked Lick’N Crunch! is a spooky spin on our iconic sandwich cookies. Golden vanilla cookies with green vanilla-flavored crème, made with real ingredients and no artificial flavors or colors. All treats, no tricks.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/918/19e706f8100acec04478914905215a0b-original-wicked-lickn-crunch.png,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Mini Carob Chip Cookies,Mini Carob Chip Cookies,"Mini Carob Chip Cookies are a bite-sized take on a classic treat. Packed with flavor and crunch, they’re perfect for small pups or big snackers. Made with real ingredients in the USA and no artificial flavors.","Mini Carob Chip Cookies are a bite-sized take on a classic treat. Packed with flavor and crunch, they’re perfect for small pups or big snackers. Made with real ingredients in the USA and no artificial flavors.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/917/b3fe6961a96856cac4e8e962f63f8b8c-original-mini-carob-chip-cookies.jpg,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Ultimate Celebration™ Cake Bites,Ultimate Celebration™ Cake Bites,"Ultimate Celebration™ Cake Bites are soft-baked treats made with real honey, birthday vanilla flavor, and festive sprinkles. Perfect for birthdays, gotcha days, or any day that calls for a tail-wagging celebration.","Ultimate Celebration™ Cake Bites are soft-baked treats made with real honey, birthday vanilla flavor, and festive sprinkles. Perfect for birthdays, gotcha days, or any day that calls for a tail-wagging celebration.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/912/bbe58fd5cb5916d1640bc5500c835f91-original-ultra-celebration-cake-bites.jpg,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Pupino’s Pizza™ in MARGrrrita Pizza Recipe,Pupino’s Pizza™ in MARGrrrita Pizza Recipe,"Pupino’s Pizza™ in MARGrrrita Pizza recipe serves up a pizza-inspired dog treat that looks and smells like the real thing. Made with real parmesan cheese and herbs, each slice delivers bold, savory flavor dogs crave.","Pupino’s Pizza™ in MARGrrrita Pizza recipe serves up a pizza-inspired dog treat that looks and smells like the real thing. Made with real parmesan cheese and herbs, each slice delivers bold, savory flavor dogs crave.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/909/c58556241d32a24d3de016ab8e0b8dd4-original-untitled-design-5.png,Three Dog Bakery,New Product Showcase - Dog,New Product Showcase - Dog
Thrive Complete Kitten Tuna Fillet 12 Pack,Thrive Complete Kitten Tuna Fillet 12 Pack,Thrive Tuna Fillet wet kitten food is cooked in fish broth with added vitamins and minerals to give your kitten a complete nutritionally balanced meal.,Thrive Tuna Fillet wet kitten food is cooked in fish broth with added vitamins and minerals to give your kitten a complete nutritionally balanced meal.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/109/338a82a78a1c0d9572a3a88abf29ff8d-original-thrive_stthkcft_kitten_wet_food_1.jpg,THRIVE PET FOODS USA,"Sustainably sourced, Cat Food & Treats, Cat Products, Direct to Retail, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, Ships Internationally, Small Animal Food & Treats, Small Animal Products, Training Products","Sustainably sourced, Cat Food & Treats, Cat Products, Direct to Retail, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, Ships Internationally, Small Animal Food & Treats, Small Animal Products, Training Products"
"Tianjin Pureland Camping Equipment Co.,Ltd","Tianjin Pureland Camping Equipment Co.,Ltd",- Professional Outdoor gear manufacture since 2002. - More than 10 years experience with Pet outdoor gears. - Factory in Vietnam and China. - Supplier of major retailers in America and Canada.,- Professional Outdoor gear manufacture since 2002. - More than 10 years experience with Pet outdoor gears. - Factory in Vietnam and China. - Supplier of major retailers in America and Canada.,,"Tianjin Pureland Camping Equipment Co., Ltd.","Dog Products, Training Products","Dog Products, Training Products"
TiCK MiTT KiDS,TiCK MiTT KiDS,"Meet the newest must-have for young adventurers: TiCK MiTT KiDS Designed just for explorers ages 8–12, our new KiDS MiTT makes tick checks simple, safe, and chemical-free. Because protecting your kids shouldn’t mean slowing down the adventure. Perfect for hikes, parks, camp days, and backyard play, KiDS MiTT helps you easily find and remove loose ticks before they bite — no sprays, no chemicals, no worries.","Meet the newest must-have for young adventurers: TiCK MiTT KiDS Designed just for explorers ages 8–12, our new KiDS MiTT makes tick checks simple, safe, and chemical-free. Because protecting your kids shouldn’t mean slowing down the adventure. Perfect for hikes, parks, camp days, and backyard play, KiDS MiTT helps you easily find and remove loose ticks before they bite — no sprays, no chemicals, no worries.",,TiCK MiTT,"Women owned, Direct to Retail, Dog Products, Equine Products, Farm and Feed, Gifts, Grooming Products, Natural Products, Ships Internationally, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, New Product Launch","Women owned, Direct to Retail, Dog Products, Equine Products, Farm and Feed, Gifts, Grooming Products, Natural Products, Ships Internationally, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, New Product Launch"
TiCK SiDEKiCK,TiCK SiDEKiCK,"TiCK SiDEKiCK—a revolutionary embedded tick removal tool designed for pet owners, outdoor enthusiasts, and families. Unlike traditional “tick keys” and hooks, TiCK SiDEKiCK offers a smarter, more effective solution.","TiCK SiDEKiCK—a revolutionary embedded tick removal tool designed for pet owners, outdoor enthusiasts, and families. Unlike traditional “tick keys” and hooks, TiCK SiDEKiCK offers a smarter, more effective solution.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/173/c007a81ca68d4794d16d2abab4f4571e-original-untitled-design-6.png,TiCK MiTT,New Product Showcase - Dog,New Product Showcase - Dog
15% Of TickCheck Tick Removers,15% Of TickCheck Tick Removers,"Stop by booth #11866 to take advantage of our 2025 SuperZoo show special - 15% off TickCheck Tick Removers! Stock up now and save on the tools you trust for safe, effective tick removal for people or pets.","Stop by booth #11866 to take advantage of our 2025 SuperZoo show special - 15% off TickCheck Tick Removers! Stock up now and save on the tools you trust for safe, effective tick removal for people or pets.",,TickCheck Tick Removers & Tick Testing,"Cat Products, Direct to Retail, Dog Products, Equine Products, Farm and Feed, Grooming Products","Cat Products, Direct to Retail, Dog Products, Equine Products, Farm and Feed, Grooming Products"
TigerToes Dog Grip Socks,TigerToes Dog Grip Socks,"More than just cute apparel, they solve every paw problem for dogs - slips & falls, paw licking, & hot/cold surface protection.  Intentionally designed to solve dog's biggest needs with patented 360 degree traction, stay in place straps, & all day comfort","More than just cute apparel, they solve every paw problem for dogs - slips & falls, paw licking, & hot/cold surface protection.  Intentionally designed to solve dog's biggest needs with patented 360 degree traction, stay in place straps, & all day comfort",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1235/b88c32ce386b739b5615f5b431ed222f-original-product-details-2-ht.jpg,TigerToes,New Product Showcase - Dog,New Product Showcase - Dog
HEDYS GROOMING / ELECTRIC HEIGHT ADJUSTABLE GROOMING TABLE,HEDYS GROOMING / ELECTRIC HEIGHT ADJUSTABLE GROOMING TABLE,A MUST-HAVE ITEM FOR GROOMERS ELECTRIC HEIGHT ADJUSTABLE GROOMING TABLE • Easy electric height adjustment • Designed to minimize strain on joints • Safe material that does not cause bacterial growth • Low noise table with minimal noise • Stable horizontal alignment with minimal shaking • Simple design interior effect,A MUST-HAVE ITEM FOR GROOMERS ELECTRIC HEIGHT ADJUSTABLE GROOMING TABLE • Easy electric height adjustment • Designed to minimize strain on joints • Safe material that does not cause bacterial growth • Low noise table with minimal noise • Stable horizontal alignment with minimal shaking • Simple design interior effect,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1020/6e479ddfa7ae9c0c9df731fa01a12997-original-스크린샷-2025-07-02-140337.png,"TIMOTION KOREA CO., LTD.","Dog Products, Grooming Products","Dog Products, Grooming Products"
Hedy’s Grooming to Showcase Innovative Pet Grooming Hammocks at SuperZoo 2025,Hedy’s Grooming to Showcase Innovative Pet Grooming Hammocks at SuperZoo 2025,"LAS VEGAS, NV – July 1, 2025 — Hedy’s Grooming is a manufacturer in South Korea. We are excited to announce the first appearance at SuperZoo 2025. Located at Booth #1216 , Hedy’s Grooming will showcase its signature grooming products specifically designed for pets who are sensitive to paw handling—making nail trimming, partial grooming, and hygiene care safer and more comfortable than ever. With a focus on both pet comfort and owner convenience, Hedy’s Grooming introduces solutions that reduce stress for animals and improve grooming efficiency. The brand’s patented grooming hammocks and accessories have already gained popularity among groomers and pet owners in Asia and are now ready to meet the U.S. market. “Our mission is simple: to create products that truly make grooming easier, especially for pets who are sensitive or anxious,” says the team at Hedy’s Grooming. “We invite everyone to stop by with their furry friends and experience the difference firsthand.” You are encouraged to bring your pets and enjoy free product trials at the booth during the show. Whether you're a professional groomer or a loving pet parent, Hedy’s Grooming offers tools designed to improve the grooming experience for everyone. About Hedy’s Grooming Hedy’s Grooming is a Korean company dedicated to developing innovative and pet-friendly grooming solutions. Founded on the belief that pets are family, the brand is committed to making pet care safer, more comfortable, and more enjoyable for all. Media Contact: Hedy’s Grooming PR Team Email: sales @hedysgrooming.co.kr Website: www.hedysgrooming.co .kr","LAS VEGAS, NV – July 1, 2025 — Hedy’s Grooming is a manufacturer in South Korea. We are excited to announce the first appearance at SuperZoo 2025. Located at Booth #1216 , Hedy’s Grooming will showcase its signature grooming products specifically designed for pets who are sensitive to paw handling—making nail trimming, partial grooming, and hygiene care safer and more comfortable than ever. With a focus on both pet comfort and owner convenience, Hedy’s Grooming introduces solutions that reduce stress for animals and improve grooming efficiency. The brand’s patented grooming hammocks and accessories have already gained popularity among groomers and pet owners in Asia and are now ready to meet the U.S. market. “Our mission is simple: to create products that truly make grooming easier, especially for pets who are sensitive or anxious,” says the team at Hedy’s Grooming. “We invite everyone to stop by with their furry friends and experience the difference firsthand.” You are encouraged to bring your pets and enjoy free product trials at the booth during the show. Whether you're a professional groomer or a loving pet parent, Hedy’s Grooming offers tools designed to improve the grooming experience for everyone. About Hedy’s Grooming Hedy’s Grooming is a Korean company dedicated to developing innovative and pet-friendly grooming solutions. Founded on the belief that pets are family, the brand is committed to making pet care safer, more comfortable, and more enjoyable for all. Media Contact: Hedy’s Grooming PR Team Email: sales @hedysgrooming.co.kr Website: www.hedysgrooming.co .kr",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/984/41b8c773a3d1904dc1a3d098a01536db-original-1.png,"TIMOTION KOREA CO., LTD.","Dog Products, Grooming Products","Dog Products, Grooming Products"
🔥 SuperZoo Exclusive: 30% OFF All Initial Stocking Orders! 🔥,🔥 SuperZoo Exclusive: 30% OFF All Initial Stocking Orders! 🔥,"Kickstart your Totoniks partnership at SuperZoo! For a limited time, enjoy 30% off all initial stocking orders - the perfect opportunity to bring our premium, New Zealand-sourced and made functional toppers to your shelves at an unbeatable price. Hydration, gut health, vitality - it’s all packed into one convenient topper designed to wow your customers and their furry best friends. Don’t miss this exclusive show special - let’s grow together! Stop by our booth or get in touch today to claim your discount! shane@totoniks.com","Kickstart your Totoniks partnership at SuperZoo! For a limited time, enjoy 30% off all initial stocking orders - the perfect opportunity to bring our premium, New Zealand-sourced and made functional toppers to your shelves at an unbeatable price. Hydration, gut health, vitality - it’s all packed into one convenient topper designed to wow your customers and their furry best friends. Don’t miss this exclusive show special - let’s grow together! Stop by our booth or get in touch today to claim your discount! shane@totoniks.com",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1283/e5599514667ccb3fd1383dd84f36f045-original-8042-totoniks-new-product-showcase-image-superzoo-1350-landscape.jpg,Totoniks,"Locally sourced, Sustainably sourced, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, New Product Launch","Locally sourced, Sustainably sourced, Dog Food & Treats, Dog Products, Natural Food & Treats, Natural Products, New Product Launch"
Totoniks Venison Based Functional Hydration Boosters for Dogs,Totoniks Venison Based Functional Hydration Boosters for Dogs,"Revolutionize hydration with Totoniks—a first-of-its-kind functional topper for dogs, made with NZ-sourced venison blood, green-lipped mussel, and bone broth. Supports hydration, gut health, joints, and recovery.","Revolutionize hydration with Totoniks—a first-of-its-kind functional topper for dogs, made with NZ-sourced venison blood, green-lipped mussel, and bone broth. Supports hydration, gut health, joints, and recovery.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/669/83028c1ffb1c7ed3b2e9708325e4b940-original-8042-totoniks-new-product-showcase-image-superzoo-1350-landscape.jpg,Totoniks,New Product Showcase - Dog,New Product Showcase - Dog
PetFood & PetCare Flyer,PetFood & PetCare Flyer,"👉 Want a sneak peek of what we offer? Download our flyer and schedule a meeting with us to talk about how we can support your next formulation with sustainable, high-quality organic ingredients","👉 Want a sneak peek of what we offer? Download our flyer and schedule a meeting with us to talk about how we can support your next formulation with sustainable, high-quality organic ingredients",,Tradin Organic,"Locally sourced, Sustainably sourced, Dog Food & Treats, Natural Products","Locally sourced, Sustainably sourced, Dog Food & Treats, Natural Products"
Tranquil Tails SuperZoo 2025 Show Special,Tranquil Tails SuperZoo 2025 Show Special,Visit Tranquil Tails at Booth #10366. Receive an additional 20% off all purchases over $250 + Free Shipping on orders over $500. Offer Expires:  8/18/2025,Visit Tranquil Tails at Booth #10366. Receive an additional 20% off all purchases over $250 + Free Shipping on orders over $500. Offer Expires:  8/18/2025,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/428/ab5a0e8ba5459f6f408fc63e78aa293f-original-producthires.png,Tranquil Tails,"Made in America, Women owned, Cat Products, Direct to Retail, Dog Products, Natural Products, Other Products for Service Providers, Technology","Made in America, Women owned, Cat Products, Direct to Retail, Dog Products, Natural Products, Other Products for Service Providers, Technology"
Tranquil Tails Press Release - March 2025,Tranquil Tails Press Release - March 2025,"Tranquil Tails unique calming product replicates the soothing pheromones emitted by mother mammals as they nurse their young. The essential oil and pheromone isolate blend works to calm and soothe pets. Unlike oral medications and chews, which can have nasty side effects, or sprays that can irritate pet’s skin, Tranquil Tails offers a safer alternative – plug-in wall units and vapor pads that gently release a dry vapor that calms pets, without negatively affecting their health or the environment. Innovative Dry Vapor Technology: Utilizes Vaportek’s proven dry vapor diffusion system to deliver a gentle, calming aroma without sprays, oils, or messy residues. Pheromone-Infused Formula: Mimics the natural pheromones emitted by mother mammals, combined with essential oils, to naturally ease pet anxiety. Safe and Effective Solution: Provides a non-invasive alternative to medications and chews, with no harsh side effects or irritation to pets or their environment. ** Free of Isoparaffinic Hydrocarbons","Tranquil Tails unique calming product replicates the soothing pheromones emitted by mother mammals as they nurse their young. The essential oil and pheromone isolate blend works to calm and soothe pets. Unlike oral medications and chews, which can have nasty side effects, or sprays that can irritate pet’s skin, Tranquil Tails offers a safer alternative – plug-in wall units and vapor pads that gently release a dry vapor that calms pets, without negatively affecting their health or the environment. Innovative Dry Vapor Technology: Utilizes Vaportek’s proven dry vapor diffusion system to deliver a gentle, calming aroma without sprays, oils, or messy residues. Pheromone-Infused Formula: Mimics the natural pheromones emitted by mother mammals, combined with essential oils, to naturally ease pet anxiety. Safe and Effective Solution: Provides a non-invasive alternative to medications and chews, with no harsh side effects or irritation to pets or their environment. ** Free of Isoparaffinic Hydrocarbons",,Tranquil Tails,"Made in America, Women owned, Cat Products, Direct to Retail, Dog Products, Natural Products, Other Products for Service Providers, Technology","Made in America, Women owned, Cat Products, Direct to Retail, Dog Products, Natural Products, Other Products for Service Providers, Technology"
Tranquil Tails - Waterless Pheromone Vaporizer,Tranquil Tails - Waterless Pheromone Vaporizer,"Our waterless plug-in vaporizer calms anxious pets using a blend of essential oils and pheromones. Designed to reduce stress from separation, noise or routine changes, it’s safe, effective & easy to use.","Our waterless plug-in vaporizer calms anxious pets using a blend of essential oils and pheromones. Designed to reduce stress from separation, noise or routine changes, it’s safe, effective & easy to use.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/133/a5538a3d23e4e023aa35c47fb09ca2bc-original-tt-full-line-w.jpg,Tranquil Tails,New Product Showcase - Dog,New Product Showcase - Dog
New and Current Customers Specials!  Visit Us and see The TSD Difference  -,New and Current Customers Specials!  Visit Us and see The TSD Difference  -,"Superzoo 2025 is Here! Come and join us at Booth# 7636 and see what the TSD Difference is all about! 50 FREE BETTAS available to all New Customers (Retailers and Wholesalers) along with Additional Specials available to Current Customers.  Say hello and learn what makes us the largest and most efficient Tropical Fish Transshiper in the Nation! 47+ Years, Family Owned Over 30,000 Shipments Imported! Up to 18 DIfferent Countries Imported EVERY WEEK! 100% of Fish Treated and Repacked for Distribution in New York!","Superzoo 2025 is Here! Come and join us at Booth# 7636 and see what the TSD Difference is all about! 50 FREE BETTAS available to all New Customers (Retailers and Wholesalers) along with Additional Specials available to Current Customers.  Say hello and learn what makes us the largest and most efficient Tropical Fish Transshiper in the Nation! 47+ Years, Family Owned Over 30,000 Shipments Imported! Up to 18 DIfferent Countries Imported EVERY WEEK! 100% of Fish Treated and Repacked for Distribution in New York!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1369/30c775ff485f3c97c00b2959aeef732c-original-the-tsd-difference-horizontal-flipped.w.qr.png,Transship Discounts Ltd.,"Aquatic / Pond Products, Aquatic Live - Plants/Fish/Coral, Live Animals","Aquatic / Pond Products, Aquatic Live - Plants/Fish/Coral, Live Animals"
The Cat-chila,The Cat-chila,"Meet the newest member of the Travel Cat family line. Its rigid yet lightweight frame and mesh panels keep the carrier sturdy and breezy, so your cat stays relaxed on trains, trails, or vet runs. Rated for pets up to 15 lb,it also includes an interior adjustable leash clip for extra security and a flexible side pocket. This design includes dual openings, with a quick-access top and a full-front door for smooth loading.When the trip’s over, the entire pack folds flat for easy storage. “The Cat-chila” lets every cat parent travel with confidence and in style.","Meet the newest member of the Travel Cat family line. Its rigid yet lightweight frame and mesh panels keep the carrier sturdy and breezy, so your cat stays relaxed on trains, trails, or vet runs. Rated for pets up to 15 lb,it also includes an interior adjustable leash clip for extra security and a flexible side pocket. This design includes dual openings, with a quick-access top and a full-front door for smooth loading.When the trip’s over, the entire pack folds flat for easy storage. “The Cat-chila” lets every cat parent travel with confidence and in style.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1189/efa811aca0d73212785c7b0141ffe48f-original-2.png,Travel Cat,"Women owned, Boarding Products, Cat Products, Dog Products, Gifts, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","Women owned, Boarding Products, Cat Products, Dog Products, Gifts, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
The Cat-chila,The Cat-chila,“The Cat-chila” cat backpack makes cat travel effortless and budget-friendly—without compromising on comfort or style.,“The Cat-chila” cat backpack makes cat travel effortless and budget-friendly—without compromising on comfort or style.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/881/c0a67210e900feb8f5a5f4d9675a70b9-original-superzoo-2025-1200-x-939-px-2.png,Travel Cat,New Product Showcase - Cat,New Product Showcase - Cat
TRIXIE Aqua Buoy Snack Toy,TRIXIE Aqua Buoy Snack Toy,"The TRIXIE Aqua Buoy Snack Toy is an innovative aquatic toy that provides your dog with hours of interactive entertainment, combining the excitement of water play with the satisfaction of a tasty treats.","The TRIXIE Aqua Buoy Snack Toy is an innovative aquatic toy that provides your dog with hours of interactive entertainment, combining the excitement of water play with the satisfaction of a tasty treats.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/515/a64407ee9fd2c228b4d0cb7ef07f4f60-original-pfx-25-nps_dog_2-2.jpg,TRIXIE Pet Products,New Product Showcase - Dog,New Product Showcase - Dog
"TRIXIE Acrylic Display Bowl, 12"" Diameter","TRIXIE Acrylic Display Bowl, 12"" Diameter",Display Smarter. Sell Faster! TRIXIE offers flexible merchandising for busy retailers. Our acrylic bowls are designed for POS placement or shelving organization.  Great for TRIXIE's small cat toys or other impulse-buy items.,Display Smarter. Sell Faster! TRIXIE offers flexible merchandising for busy retailers. Our acrylic bowls are designed for POS placement or shelving organization.  Great for TRIXIE's small cat toys or other impulse-buy items.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/514/a7e31372a91778bbef9581e12fbf3243-original-905281_alt-2.jpg,TRIXIE Pet Products,New Product Showcase - Cat,New Product Showcase - Cat
TropiClean HomeVet,TropiClean HomeVet,TropiClean HomeVet for Pets.,TropiClean HomeVet for Pets.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/441/86bb8a6da7cad27de35db62a77b4c7dd-original-tc_hv_24pc-tray-2.png,TropiClean Pet Products,New Product Showcase - Dog,New Product Showcase - Dog
15% Off On-Site Orders!,15% Off On-Site Orders!,Visit Truelove at SuperZoo and enjoy an exclusive 15% discount on all B2B orders placed during the show. This limited-time offer is available only at the event — don't miss the chance to stock up on premium pet outdoor gear at special pricing! There is a $500 minimum order for the 15% show discount.,Visit Truelove at SuperZoo and enjoy an exclusive 15% discount on all B2B orders placed during the show. This limited-time offer is available only at the event — don't miss the chance to stock up on premium pet outdoor gear at special pricing! There is a $500 minimum order for the 15% show discount.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/554/c541c4bcecfe9ac9c3b9624431093dac-original-truelove-saunton-91.jpg,Truelove US,"Cat Products, Dog Products, Grooming Products, Training Products, New Product Launch","Cat Products, Dog Products, Grooming Products, Training Products, New Product Launch"
Truelove TLH6771 LED Dog Harness with GPS Slot,Truelove TLH6771 LED Dog Harness with GPS Slot,"The TLH6771 is a next-generation multifunctional dog harness that combines visibility, safety, and smart design. It features a built-in LED light to enhance visibility during nighttime walks and a dedicated slot for a GPS tracker , allowing pet owners to keep their dogs safe and easily located. Made with durable materials and soft padding, this harness is ideal for active dogs and owners who prioritize both safety and convenience. Key Features: Integrated LED light for improved night visibility Special recessed slot designed for a GPS tracker (fits most models) Dual leash attachment points (chest and back) Adjustable straps for a secure and comfortable fit Reflective trim for added safety Durable, water-resistant fabric USB rechargeable (for LED light) Available From: TrueloveUS LLC (Official U.S. Distributor)","The TLH6771 is a next-generation multifunctional dog harness that combines visibility, safety, and smart design. It features a built-in LED light to enhance visibility during nighttime walks and a dedicated slot for a GPS tracker , allowing pet owners to keep their dogs safe and easily located. Made with durable materials and soft padding, this harness is ideal for active dogs and owners who prioritize both safety and convenience. Key Features: Integrated LED light for improved night visibility Special recessed slot designed for a GPS tracker (fits most models) Dual leash attachment points (chest and back) Adjustable straps for a secure and comfortable fit Reflective trim for added safety Durable, water-resistant fabric USB rechargeable (for LED light) Available From: TrueloveUS LLC (Official U.S. Distributor)",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/527/e1df6c99454bc6d521236664f86692bd-original-a-14.jpg,Truelove US,"Cat Products, Dog Products, Grooming Products, Training Products, New Product Launch","Cat Products, Dog Products, Grooming Products, Training Products, New Product Launch"
Dog Harness with LED and Tracker Slot,Dog Harness with LED and Tracker Slot,Durable nylon dog harness with LED light and built-in GPS tracker holder. Features a soft handle for control and aluminum neck buckle for easy wear—no need to go over the dog’s head. Ideal for night walks and safety.,Durable nylon dog harness with LED light and built-in GPS tracker holder. Features a soft handle for control and aluminum neck buckle for easy wear—no need to go over the dog’s head. Ideal for night walks and safety.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/631/0be7246fb890f3c6b9dcc926a68697a9-original-15.jpg,Truelove US,New Product Showcase - Dog,New Product Showcase - Dog
Save 10%-50% on Tucker's NEW Boost Cubes ISO,Save 10%-50% on Tucker's NEW Boost Cubes ISO,Stop by the Tucker's Booth #2520 for details.,Stop by the Tucker's Booth #2520 for details.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1251/0240312c1cb715c65b94d96786c97a3f-original-tr_sz_boost_group.jpg,Tucker's Raw,"Locally sourced, Made in America, Cat Food & Treats, Dog Food & Treats","Locally sourced, Made in America, Cat Food & Treats, Dog Food & Treats"
